scenario,attack,dimension,scope,samples,members,nonmembers,suppressed,threshold,threshold_source,auc_roc,auc_ci_low,auc_ci_high,auc_pr,tpr_at_0_1_fpr,tpr_at_1_fpr,tpr_at_5_fpr,fpr_at_90_tpr,fpr_at_95_tpr,fpr_at_99_tpr,accuracy,balanced_accuracy,majority_class_accuracy,precision,recall,f1,mcc,attack_advantage,brier,ece,mean_loss,perplexity,pld_auc_roc,macro_auc_roc,worst_group_auc_roc,max_pairwise_gap,disparity_ratio
finetuning,loss,variety,chile,16,6,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,variety,colombia,10,8,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,variety,egypt,26,11,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,variety,great britain,23,8,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,variety,gulf,28,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,variety,ireland,17,13,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,variety,levantine,25,12,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,variety,maghrebi,21,13,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,variety,mexico,16,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,variety,new zealand,15,10,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,variety,peru,14,9,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,variety,portugal,44,21,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,variety,spain,21,7,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,variety,united states,9,3,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,variety,venezuela,7,4,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,gender_language,G0|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,gender_language,G0|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,gender_language,G0|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,gender_language,G0|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,gender_language,G1|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,gender_language,G1|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,gender_language,G1|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,gender_language,G1|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,loss,language_summary,summary:language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5389,0.4916,0.0856,0.851698
finetuning,loss,gender_gap,gap:G0-G1,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.051,0.5392,0.5137,0.051,0.909687
finetuning,min_k,all,all,400,200,200,False,-8.37928922,calibration,0.510675,0.465572,0.561198,0.509062,0.0,0.01,0.035,0.91,0.925,0.96,0.4925,0.4925,0.5,0.492958,0.525,0.508475,-0.015032,0.02135,0.328463,0.270627,3.496659,39.023224,,,,,
finetuning,min_k,gender,G0,200,100,100,False,-7.87622549,calibration,0.48795,0.387459,0.562107,0.509106,0.01,0.02,0.03,0.98,0.98,0.99,0.515,0.515,0.5,0.527273,0.29,0.374194,0.033594,-0.0241,0.340251,0.261256,3.473697,39.062328,,,,,
finetuning,min_k,gender,G1,200,100,100,False,-8.38112745,calibration,0.5309,0.466814,0.60002,0.517677,0.0,0.0,0.03,0.83,0.87,0.9,0.505,0.505,0.5,0.504587,0.55,0.526316,0.010041,0.0618,0.318693,0.281256,3.519621,38.98412,,,,,
finetuning,min_k,language,ar,100,50,50,False,-8.34436275,calibration,0.528,0.441292,0.651116,0.523047,0.0,0.0,0.08,0.74,0.86,1.0,0.54,0.54,0.5,0.526316,0.8,0.634921,0.093659,0.056,0.320875,0.262424,3.331033,39.293856,,,,,
finetuning,min_k,language,en,100,50,50,False,-9.25490196,calibration,0.4808,0.380736,0.592127,0.477377,0.02,0.02,0.02,0.78,0.84,0.96,0.56,0.56,0.5,0.535714,0.9,0.671642,0.163663,-0.0384,0.344714,0.282222,3.710454,44.794384,,,,,
finetuning,min_k,language,es,100,50,50,False,-7.95833333,calibration,0.5362,0.425964,0.635129,0.595748,0.1,0.1,0.12,0.98,0.98,1.0,0.55,0.55,0.5,0.592593,0.32,0.415584,0.112623,0.0724,0.317037,0.232525,3.481636,35.510129,,,,,
finetuning,min_k,language,pt,100,50,50,False,-8.38664216,calibration,0.5128,0.402516,0.654545,0.511155,0.0,0.0,0.0,0.88,0.94,0.94,0.47,0.47,0.5,0.471698,0.5,0.485437,-0.060108,0.0256,0.328552,0.292525,3.463512,36.494527,,,,,
finetuning,min_k,variety,argentina,16,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,australia,16,6,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,brazil,56,29,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,canada,20,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,chile,16,6,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,colombia,10,8,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,egypt,26,11,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,great britain,23,8,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,gulf,28,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,ireland,17,13,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,levantine,25,12,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,maghrebi,21,13,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,mexico,16,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,new zealand,15,10,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,peru,14,9,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,portugal,44,21,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,spain,21,7,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,united states,9,3,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,venezuela,7,4,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G0|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G0|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G0|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G0|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G1|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G1|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G1|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G1|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,language_summary,summary:language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.51445,0.4808,0.0554,0.89668
finetuning,min_k,gender_gap,gap:G0-G1,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.04295,0.509425,0.48795,0.04295,0.9191
finetuning,reference,all,all,400,200,200,False,-0.02308913,calibration,0.5276,0.468491,0.578265,0.527324,0.005,0.02,0.075,0.87,0.93,0.98,0.5075,0.5075,0.5,0.504043,0.935,0.654991,0.028922,0.0552,0.319916,0.220627,3.496659,39.023224,,,,,
finetuning,reference,gender,G0,200,100,100,False,0.056249,calibration,0.5228,0.434541,0.586914,0.545231,0.03,0.04,0.11,0.86,0.91,0.97,0.525,0.525,0.5,0.526316,0.5,0.512821,0.050063,0.0456,0.322714,0.261206,3.473697,39.062328,,,,,
finetuning,reference,gender,G1,200,100,100,False,-0.00920547,calibration,0.5285,0.4507,0.601162,0.515866,0.0,0.0,0.05,0.87,0.94,0.99,0.515,0.515,0.5,0.508197,0.93,0.657244,0.053786,0.057,0.319849,0.221206,3.519621,38.98412,,,,,
finetuning,reference,language,ar,100,50,50,False,-0.02838201,calibration,0.4752,0.354167,0.575746,0.519303,0.02,0.02,0.06,0.9,0.96,1.0,0.52,0.52,0.5,0.511628,0.88,0.647059,0.057639,-0.0496,0.347542,0.292525,3.331033,39.293856,,,,,
finetuning,reference,language,en,100,50,50,False,0.06436246,calibration,0.5344,0.437099,0.639056,0.552006,0.06,0.06,0.06,0.84,0.9,0.96,0.54,0.54,0.5,0.5625,0.36,0.439024,0.085749,0.0688,0.317643,0.252121,3.710454,44.794384,,,,,
finetuning,reference,language,es,100,50,50,False,0.12646573,calibration,0.636,0.549631,0.741602,0.596174,0.02,0.02,0.06,0.82,0.9,0.92,0.5,0.5,0.5,0.5,0.06,0.107143,0.0,0.272,0.26633,0.181818,3.481636,35.510129,,,,,
finetuning,reference,language,pt,100,50,50,False,0.05385135,calibration,0.4732,0.351421,0.557061,0.499571,0.02,0.02,0.04,0.86,0.96,0.96,0.5,0.5,0.5,0.5,0.54,0.519231,0.0,-0.0536,0.348552,0.292323,3.463512,36.494527,,,,,
finetuning,reference,variety,argentina,16,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,australia,16,6,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,brazil,56,29,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,canada,20,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,chile,16,6,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,colombia,10,8,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,egypt,26,11,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,great britain,23,8,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,gulf,28,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,ireland,17,13,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,levantine,25,12,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,maghrebi,21,13,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,mexico,16,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,new zealand,15,10,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,peru,14,9,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,portugal,44,21,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,spain,21,7,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,united states,9,3,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,venezuela,7,4,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G0|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G0|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G0|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G0|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G1|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G1|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G1|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G1|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,language_summary,summary:language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5297,0.4732,0.1628,0.744025
finetuning,reference,gender_gap,gap:G0-G1,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0057,0.52565,0.5228,0.0057,0.989215
finetuning,zlib,all,all,400,200,200,False,-0.00692741,calibration,0.534075,0.479631,0.591162,0.526502,0.0,0.015,0.05,0.875,0.93,0.965,0.5275,0.5275,0.5,0.537415,0.395,0.455331,0.057039,0.06815,0.316671,0.235627,3.496659,39.023224,,,,,
finetuning,zlib,gender,G0,200,100,100,False,-0.00655623,calibration,0.5473,0.444916,0.642518,0.537184,0.02,0.02,0.08,0.88,0.89,0.97,0.525,0.525,0.5,0.555556,0.25,0.344828,0.059868,0.0946,0.310402,0.221206,3.473697,39.062328,,,,,
finetuning,zlib,gender,G1,200,100,100,False,-0.0075492,calibration,0.5234,0.451215,0.599358,0.529838,0.0,0.0,0.03,0.91,0.97,0.99,0.49,0.49,0.5,0.492308,0.64,0.556522,-0.020966,0.0468,0.322412,0.241256,3.519621,38.98412,,,,,
finetuning,zlib,language,ar,100,50,50,False,-0.00753805,calibration,0.5716,0.458436,0.698166,0.54358,0.0,0.0,0.06,0.82,0.88,0.94,0.56,0.56,0.5,0.55,0.66,0.6,0.122474,0.1432,0.298855,0.242222,3.331033,39.293856,,,,,
finetuning,zlib,language,en,100,50,50,False,-0.00629126,calibration,0.5496,0.397343,0.637175,0.540504,0.0,0.0,0.02,0.78,0.96,0.98,0.48,0.48,0.5,0.416667,0.1,0.16129,-0.061546,0.0992,0.309966,0.252525,3.710454,44.794384,,,,,
finetuning,zlib,language,es,100,50,50,False,-0.00673846,calibration,0.5428,0.424135,0.617243,0.577796,0.06,0.06,0.06,0.88,0.94,0.96,0.54,0.54,0.5,0.583333,0.28,0.378378,0.093659,0.0856,0.313401,0.242424,3.481636,35.510129,,,,,
finetuning,zlib,language,pt,100,50,50,False,-0.00734571,calibration,0.4604,0.355612,0.563241,0.482087,0.0,0.0,0.02,0.92,0.96,0.98,0.47,0.47,0.5,0.466667,0.42,0.442105,-0.060302,-0.0792,0.355017,0.312323,3.463512,36.494527,,,,,
finetuning,zlib,variety,argentina,16,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,australia,16,6,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,brazil,56,29,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,canada,20,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,chile,16,6,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,colombia,10,8,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,egypt,26,11,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,great britain,23,8,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,gulf,28,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,ireland,17,13,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,levantine,25,12,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,maghrebi,21,13,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,mexico,16,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,new zealand,15,10,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,peru,14,9,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,portugal,44,21,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,spain,21,7,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,united states,9,3,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,venezuela,7,4,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G0|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G0|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G0|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G0|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G1|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G1|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G1|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G1|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,language_summary,summary:language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5311,0.4604,0.1112,0.805458
finetuning,zlib,gender_gap,gap:G0-G1,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0239,0.53535,0.5234,0.0239,0.956331
