study_name,job_hash,dataset,model,training_variant,evaluation_variant,evaluation_tier,seed,epochs,scenario,attack,dimension,scope,samples,members,nonmembers,suppressed,threshold,threshold_source,auc_roc,auc_ci_low,auc_ci_high,auc_pr,tpr_at_0_1_fpr,tpr_at_1_fpr,tpr_at_5_fpr,fpr_at_90_tpr,fpr_at_95_tpr,fpr_at_99_tpr,accuracy,balanced_accuracy,majority_class_accuracy,precision,recall,f1,mcc,attack_advantage,brier,ece,mean_loss,perplexity,pld_auc_roc,macro_auc_roc,worst_group_auc_roc,max_pairwise_gap,disparity_ratio
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,canada,1783,877,906,False,-3.66372844,calibration,0.513449,0.481165,0.551148,0.501781,0.0,0.013683,0.052452,0.889625,0.939294,0.983444,0.509815,0.508846,0.508132,0.501911,0.449259,0.474128,0.017817,0.026898,0.3267,0.24313,3.653182,42.556046,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,chile,1467,716,751,False,-3.21344214,calibration,0.487034,0.44197,0.522118,0.474212,0.001397,0.006983,0.030726,0.918775,0.95739,0.990679,0.498978,0.490995,0.511929,0.460905,0.156425,0.233577,-0.024215,-0.025932,0.339931,0.254165,3.587429,39.916258,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,colombia,1391,694,697,False,-3.79875411,calibration,0.491999,0.455602,0.532784,0.497365,0.005764,0.012968,0.044669,0.909613,0.954089,0.991392,0.487419,0.488066,0.501078,0.491465,0.788184,0.605423,-0.029842,-0.016001,0.337456,0.246226,3.417144,34.121685,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,egypt,2521,1228,1293,False,-4.20152181,calibration,0.46461,0.413925,0.503322,0.458346,0.002443,0.004072,0.04316,0.911833,0.960557,0.986852,0.486315,0.497057,0.512892,0.485504,0.913681,0.634077,-0.010647,-0.070781,0.35109,0.276478,3.097827,33.15714,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,great britain,1612,753,859,False,-1.66951205,calibration,0.503864,0.466735,0.544786,0.474698,0.0,0.00664,0.062417,0.885914,0.948778,0.991851,0.530397,0.498737,0.532878,0.433333,0.017264,0.033206,-0.009326,0.007728,0.331512,0.263747,3.675568,45.209024,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,gulf,2434,1194,1240,False,-2.32546966,calibration,0.481283,0.441229,0.518923,0.478393,0.001675,0.010888,0.037688,0.895161,0.945968,0.991129,0.507395,0.502209,0.509449,0.495446,0.227806,0.312106,0.005285,-0.037433,0.342761,0.27311,3.224132,35.171687,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,ireland,1612,839,773,False,-3.964685,calibration,0.476516,0.436903,0.508118,0.489759,0.0,0.008343,0.032181,0.880983,0.93273,0.98577,0.502481,0.495133,0.520471,0.516895,0.674613,0.585315,-0.010419,-0.046968,0.345166,0.266228,3.707596,45.880486,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,levantine,2615,1295,1320,False,-3.62557344,calibration,0.461631,0.428642,0.498438,0.473471,0.003861,0.009266,0.047104,0.914394,0.960606,0.993182,0.471511,0.471894,0.50478,0.469214,0.511969,0.48966,-0.056394,-0.076738,0.352587,0.281262,3.387682,36.911993,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,maghrebi,2684,1385,1299,False,-2.30180552,calibration,0.481702,0.443624,0.514517,0.501369,0.0,0.004332,0.041155,0.909931,0.961509,0.992302,0.486587,0.495883,0.516021,0.506217,0.205776,0.292608,-0.010108,-0.036595,0.342538,0.262847,3.215782,35.091263,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,mexico,1571,810,761,False,-3.63702254,calibration,0.499765,0.468002,0.536388,0.52565,0.006173,0.023457,0.067901,0.911958,0.95138,0.985545,0.509866,0.503546,0.515595,0.518116,0.706173,0.597701,0.007755,-0.00047,0.333557,0.247931,3.390301,32.655095,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,new zealand,1738,885,853,False,-3.73757406,calibration,0.480541,0.437392,0.511683,0.50317,0.00113,0.010169,0.055367,0.916764,0.956624,0.989449,0.481588,0.483669,0.509206,0.488095,0.370621,0.421323,-0.033528,-0.038917,0.343161,0.276036,3.797248,48.569847,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,peru,1404,696,708,False,-2.70595806,calibration,0.49102,0.449314,0.533092,0.473628,0.0,0.0,0.022989,0.882768,0.939266,0.980226,0.482906,0.479118,0.504274,0.3125,0.03592,0.064433,-0.090081,-0.01796,0.337945,0.258725,3.513876,37.447777,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,portugal,4819,2432,2387,False,-3.5908373,calibration,0.50412,0.4695,0.537237,0.492927,0.000411,0.002467,0.031661,0.880603,0.943025,0.988689,0.506744,0.506649,0.504669,0.511183,0.516859,0.514005,0.0133,0.008239,0.331308,0.24227,3.549295,37.697475,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,spain,1652,820,832,False,-3.26824343,calibration,0.546435,0.510325,0.578518,0.541102,0.004878,0.010976,0.067073,0.884615,0.960337,0.992788,0.5454,0.543876,0.503632,0.572025,0.334146,0.421863,0.096696,0.092871,0.310204,0.219885,3.448113,34.332776,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,united states,1811,923,888,False,-3.81086937,calibration,0.46207,0.418933,0.493374,0.477493,0.0,0.004334,0.019502,0.926802,0.966216,0.994369,0.475428,0.474164,0.509663,0.486804,0.539545,0.511819,-0.052102,-0.075859,0.352394,0.281888,3.662892,43.988872,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety,venezuela,1616,811,805,False,-3.74250296,calibration,0.502194,0.448886,0.547648,0.498506,0.0,0.01233,0.02836,0.890683,0.935404,0.993789,0.49505,0.493958,0.501856,0.498051,0.787916,0.610315,-0.014938,0.004388,0.332339,0.238243,3.313191,31.47469,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,gender_language,G0|ar,5151,2557,2594,False,-2.28644103,calibration,0.495423,0.467903,0.527251,0.490916,0.0,0.006257,0.044975,0.897841,0.948728,0.989591,0.504562,0.502386,0.503592,0.502463,0.199452,0.285554,0.005999,-0.009154,0.335655,0.25694,3.28127,36.747979,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,gender_language,G0|en,5149,2583,2566,False,-3.80900755,calibration,0.493087,0.471623,0.513261,0.491871,0.001161,0.00542,0.044522,0.897506,0.943492,0.987529,0.490969,0.490769,0.501651,0.493416,0.551297,0.520753,-0.018598,-0.013827,0.336823,0.258885,3.663107,43.902883,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,gender_language,G0|es,5154,2584,2570,False,-3.42719511,calibration,0.506158,0.486373,0.525755,0.506044,0.002709,0.008901,0.049923,0.903502,0.954475,0.99144,0.508925,0.509181,0.501358,0.512673,0.414861,0.45861,0.018698,0.012315,0.330286,0.243064,3.447115,35.09819,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,gender_language,G0|pt,5141,2556,2585,False,-3.81250109,calibration,0.522962,0.48846,0.563742,0.503749,0.0,0.00626,0.042254,0.868085,0.933075,0.97795,0.519354,0.52096,0.50282,0.510538,0.805556,0.624981,0.050973,0.045923,0.321883,0.230305,3.483149,35.903468,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,gender_language,G1|ar,5103,2545,2558,False,-3.78595113,calibration,0.449084,0.414394,0.475839,0.464123,0.001179,0.009037,0.034578,0.92025,0.963643,0.988663,0.467372,0.467858,0.501274,0.475461,0.658546,0.552224,-0.069545,-0.101831,0.358829,0.289144,3.183478,33.434844,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,gender_language,G1|en,5147,2562,2585,False,-3.98696093,calibration,0.472675,0.455216,0.494441,0.473233,0.000781,0.005074,0.034348,0.913346,0.95706,0.991876,0.489606,0.490501,0.502234,0.490985,0.690867,0.574023,-0.020736,-0.05465,0.347031,0.270352,3.720689,46.121867,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,gender_language,G1|es,5157,2584,2573,False,-3.06993891,calibration,0.507046,0.484578,0.52758,0.505425,0.00387,0.009288,0.047214,0.893898,0.944423,0.989118,0.498546,0.499261,0.501067,0.498824,0.164087,0.246942,-0.001993,0.014091,0.329842,0.241226,3.466071,35.676433,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,gender_language,G1|pt,5162,2581,2581,False,-3.45911014,calibration,0.530418,0.495241,0.560113,0.524489,0.002325,0.012011,0.061217,0.873692,0.936459,0.987602,0.522472,0.522472,0.5,0.527992,0.423867,0.470234,0.045844,0.060837,0.318153,0.231645,3.501961,36.768054,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,language_summary,summary:language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.497238,0.472885,0.053858,0.897753
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,variety_summary,summary:variety,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.49375,0.461631,0.086144,0.842739
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,gender_language_summary,summary:gender_language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.497106,0.449084,0.081334,0.84666
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,loss,gender_gap,gap:G0-G1,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.014847,0.495038,0.487615,0.014847,0.970452
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,all,all,41164,20552,20612,False,-0.09049198,calibration,0.505193,0.498699,0.512418,0.504281,0.001606,0.011142,0.052404,0.89511,0.946973,0.990685,0.498907,0.499632,0.500729,0.499087,0.997227,0.665238,-0.007511,0.010387,0.330741,0.246362,3.468657,37.960546,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,gender,G0,20595,10280,10315,False,0.0153845,calibration,0.508085,0.499194,0.517597,0.508471,0.001946,0.012743,0.054864,0.89365,0.945613,0.990208,0.502889,0.503452,0.50085,0.501227,0.834436,0.626269,0.00921,0.01617,0.329299,0.247609,3.468631,37.913114,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,gender,G1,20569,10272,10297,False,0.10100954,calibration,0.502579,0.491422,0.512855,0.500338,0.001363,0.009638,0.04926,0.897543,0.949306,0.991454,0.497302,0.496845,0.500608,0.486698,0.121106,0.193951,-0.009564,0.005158,0.332052,0.246536,3.468682,38.008037,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,language,ar,10254,5102,5152,False,-0.09049198,calibration,0.49905,0.484134,0.511547,0.494903,0.002156,0.009016,0.049196,0.900233,0.950505,0.993012,0.496197,0.498597,0.502438,0.496855,0.990788,0.661822,-0.015951,-0.0019,0.333825,0.253535,3.232603,35.099166,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,language,en,10296,5145,5151,False,0.08781849,calibration,0.5082,0.496931,0.520333,0.505474,0.000583,0.009718,0.049563,0.897301,0.947583,0.988546,0.503594,0.503418,0.500291,0.508301,0.202332,0.289448,0.008563,0.0164,0.329249,0.242546,3.691892,45.012159,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,language,es,10311,5168,5143,False,0.10405483,calibration,0.516666,0.505258,0.526213,0.515035,0.002902,0.011997,0.05476,0.882364,0.943224,0.988139,0.499273,0.500164,0.501212,0.501834,0.132353,0.209463,0.000485,0.033332,0.325016,0.234167,3.456596,35.387396,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,language,pt,10303,5137,5166,False,-0.02688787,calibration,0.499839,0.481712,0.513726,0.505223,0.001557,0.015573,0.057427,0.905149,0.95722,0.990902,0.496554,0.4979,0.501407,0.497519,0.975861,0.659042,-0.014308,-0.000323,0.33343,0.249976,3.492574,36.336642,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,argentina,1210,621,589,False,0.07032643,calibration,0.514748,0.471089,0.54968,0.522793,0.006441,0.011272,0.045089,0.874363,0.921902,0.977929,0.494215,0.495611,0.513223,0.508318,0.442834,0.473322,-0.008825,0.029497,0.326096,0.250116,3.566041,39.173837,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,australia,1740,868,872,False,0.08909089,calibration,0.517625,0.478152,0.544517,0.508169,0.0,0.008065,0.059908,0.873853,0.922018,0.983945,0.499425,0.498708,0.501149,0.495413,0.186636,0.27113,-0.003308,0.035249,0.324612,0.234391,3.657084,44.053582,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,brazil,5484,2705,2779,False,0.07922648,calibration,0.48702,0.462836,0.509472,0.488686,0.001109,0.013678,0.055083,0.919395,0.960777,0.992443,0.498359,0.495287,0.506747,0.484605,0.267652,0.344844,-0.010585,-0.025961,0.339854,0.261169,3.442731,35.140827,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,canada,1783,877,906,False,0.01385448,calibration,0.495267,0.465408,0.521223,0.482861,0.0,0.006842,0.04333,0.912804,0.956954,0.99117,0.492428,0.498088,0.508132,0.490741,0.846066,0.62118,-0.005324,-0.009467,0.335794,0.254347,3.653182,42.556046,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,chile,1467,716,751,False,0.07990744,calibration,0.510816,0.48354,0.545473,0.497194,0.001397,0.019553,0.051676,0.892144,0.958722,0.985353,0.513292,0.50937,0.511929,0.502033,0.344972,0.40894,0.019841,0.021632,0.328038,0.233715,3.587429,39.916258,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,colombia,1391,694,697,False,0.0771269,calibration,0.532097,0.498206,0.5663,0.529417,0.002882,0.014409,0.056196,0.878049,0.929699,0.967001,0.53271,0.53242,0.501078,0.543307,0.397695,0.459235,0.067332,0.064194,0.317393,0.226096,3.417144,34.121685,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,egypt,2521,1228,1293,False,0.4369866,calibration,0.49308,0.459732,0.520687,0.479025,0.003257,0.006515,0.052932,0.885538,0.943542,0.991493,0.512892,0.5,0.512892,0.0,0.0,0.0,0.0,-0.013839,0.336858,0.257438,3.097827,33.15714,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,great britain,1612,753,859,False,0.10994276,calibration,0.505154,0.470903,0.533169,0.480199,0.002656,0.018592,0.061089,0.88475,0.941793,0.988359,0.530397,0.50562,0.532878,0.489899,0.128818,0.203996,0.017084,0.010307,0.33087,0.250776,3.675568,45.209024,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,gulf,2434,1194,1240,False,0.04975298,calibration,0.495036,0.462241,0.52158,0.487495,0.002513,0.011725,0.056114,0.896774,0.959677,0.995161,0.486031,0.484084,0.509449,0.470527,0.381072,0.421101,-0.032519,-0.009927,0.335884,0.265715,3.224132,35.171687,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,ireland,1612,839,773,False,-0.00405379,calibration,0.500076,0.467534,0.528409,0.522064,0.001192,0.004768,0.045292,0.912031,0.959897,0.990944,0.514888,0.496214,0.520471,0.518494,0.952324,0.671429,-0.018436,0.000153,0.333399,0.24085,3.707596,45.880486,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,levantine,2615,1295,1320,False,-0.00363578,calibration,0.500045,0.464474,0.526793,0.498318,0.0,0.008494,0.054826,0.912121,0.954545,0.991667,0.49369,0.496701,0.50478,0.493196,0.811583,0.613543,-0.008495,9e-05,0.333375,0.250669,3.387682,36.911993,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,maghrebi,2684,1385,1299,False,-0.06537489,calibration,0.508685,0.476257,0.537473,0.518789,0.005054,0.011552,0.042599,0.892995,0.944573,0.986913,0.519374,0.504181,0.516021,0.518164,0.978339,0.6775,0.026406,0.01737,0.329056,0.242269,3.215782,35.091263,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,mexico,1571,810,761,False,0.10080909,calibration,0.522749,0.488539,0.552292,0.539373,0.007407,0.011111,0.049383,0.904074,0.952694,0.989488,0.500955,0.511836,0.515595,0.554622,0.162963,0.251908,0.032997,0.045499,0.322069,0.227562,3.390301,32.655095,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,new zealand,1738,885,853,False,0.06094234,calibration,0.515975,0.486825,0.537727,0.521132,0.00226,0.00904,0.053107,0.892145,0.947245,0.985932,0.512658,0.513161,0.509206,0.523114,0.485876,0.503808,0.026355,0.03195,0.32544,0.233458,3.797248,48.569847,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,peru,1404,696,708,False,-0.02618969,calibration,0.496794,0.457311,0.523658,0.490692,0.00431,0.012931,0.037356,0.889831,0.949153,0.995763,0.495014,0.499148,0.504274,0.495293,0.982759,0.658642,-0.006714,-0.006413,0.335056,0.244502,3.513876,37.447777,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,portugal,4819,2432,2387,False,0.0478202,calibration,0.510783,0.488292,0.535658,0.520273,0.002467,0.016447,0.060033,0.896104,0.949309,0.989108,0.511102,0.509176,0.504669,0.511163,0.715461,0.596299,0.020146,0.021567,0.327976,0.241855,3.549295,37.697475,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,spain,1652,820,832,False,0.0163903,calibration,0.521706,0.489628,0.557589,0.515134,0.0,0.009756,0.069512,0.882212,0.944712,0.989183,0.510291,0.512573,0.503632,0.504089,0.826829,0.626328,0.032323,0.043413,0.322575,0.235624,3.448113,34.332776,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,united states,1811,923,888,False,0.09095378,calibration,0.518019,0.480597,0.546088,0.531273,0.002167,0.008667,0.049837,0.904279,0.953829,0.988739,0.499172,0.506938,0.509663,0.544944,0.105092,0.176203,0.0233,0.036038,0.324414,0.237714,3.662892,43.988872,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,variety,venezuela,1616,811,805,False,0.06762442,calibration,0.515145,0.480867,0.542881,0.522087,0.003699,0.017263,0.057953,0.874534,0.950311,0.98882,0.508663,0.509442,0.501856,0.518124,0.29963,0.379687,0.020804,0.03029,0.325859,0.247061,3.313191,31.47469,,,,,
pilot_training_distribution_pan17,29777994f0c4201b,pan17_multilingual,qwen3_4b,raw_full,balanced_audit,full,29,1,finetuning,reference,gender_language,G0|ar,5151,2557,2594,False,-0.00338281,calibration,0.512169,0.491619,0.533209,0.50619,0.00352,0.012124,0.052796,0.879337,0.94256,0.990362,0.509222,0.511444,0.503592,0.503478,0.820884,0.624145,0.029134,0.024338,0.32728,0.241798,3.28127,36.747979,,,,,
