scenario,attack,dimension,scope,samples,members,nonmembers,suppressed,threshold,threshold_source,auc_roc,auc_ci_low,auc_ci_high,auc_pr,tpr_at_0_1_fpr,tpr_at_1_fpr,tpr_at_5_fpr,fpr_at_90_tpr,fpr_at_95_tpr,fpr_at_99_tpr,accuracy,balanced_accuracy,majority_class_accuracy,precision,recall,f1,mcc,attack_advantage,brier,ece,mean_loss,perplexity,pld_auc_roc,macro_auc_roc,worst_group_auc_roc,max_pairwise_gap,disparity_ratio
finetuning,reference,gender_language,G1|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G1|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,language_summary,summary:language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5348,0.4588,0.1648,0.735728
finetuning,reference,gender_gap,gap:G0-G1,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0177,0.53545,0.5266,0.0177,0.967481
finetuning,zlib,all,all,400,200,200,False,-0.00437413,calibration,0.537375,0.483966,0.595177,0.529407,0.0,0.015,0.03,0.875,0.935,0.965,0.5,0.5,0.5,0.5,0.03,0.056604,0.0,0.07475,0.315017,0.235627,3.466857,38.097438,,,,,
finetuning,zlib,gender,G0,200,100,100,False,-0.00604181,calibration,0.551,0.449768,0.644995,0.543823,0.02,0.02,0.08,0.87,0.89,0.97,0.505,0.505,0.5,0.521739,0.12,0.195122,0.015673,0.102,0.308543,0.221206,3.444322,38.161321,,,,,
finetuning,zlib,gender,G1,200,100,100,False,-0.00218592,calibration,0.5278,0.457732,0.598695,0.530908,0.0,0.0,0.02,0.91,0.94,0.99,0.495,0.495,0.5,0.0,0.0,0.0,-0.070888,0.0556,0.320201,0.241206,3.489393,38.033555,,,,,
finetuning,zlib,language,ar,100,50,50,False,-0.00773412,calibration,0.5704,0.454118,0.699362,0.542329,0.0,0.0,0.06,0.82,0.9,0.94,0.58,0.58,0.5,0.560606,0.74,0.637931,0.16888,0.1408,0.299461,0.242222,3.281226,38.203225,,,,,
finetuning,zlib,language,en,100,50,50,False,-0.0055131,calibration,0.55,0.399356,0.642045,0.540214,0.0,0.0,0.02,0.82,0.96,0.98,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.1,0.309764,0.242424,3.690566,43.910537,,,,,
finetuning,zlib,language,es,100,50,50,False,-0.00537567,calibration,0.5504,0.436648,0.630652,0.593868,0.06,0.06,0.12,0.86,0.92,0.96,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.1008,0.309562,0.232525,3.456451,34.707618,,,,,
finetuning,zlib,language,pt,100,50,50,False,-0.00619601,calibration,0.4684,0.355248,0.566008,0.490134,0.0,0.0,0.02,0.94,0.96,1.0,0.5,0.5,0.5,0.5,0.08,0.137931,0.0,-0.0632,0.350976,0.332323,3.439186,35.568369,,,,,
finetuning,zlib,variety,argentina,16,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,australia,16,6,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,brazil,56,29,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,canada,20,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,chile,16,6,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,colombia,10,8,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,egypt,26,11,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,great britain,23,8,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,gulf,28,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,ireland,17,13,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,levantine,25,12,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,maghrebi,21,13,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,mexico,16,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,new zealand,15,10,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,peru,14,9,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,portugal,44,21,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,spain,21,7,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,united states,9,3,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,venezuela,7,4,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G0|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G0|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G0|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G0|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G1|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G1|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G1|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G1|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,language_summary,summary:language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5348,0.4684,0.102,0.821178
finetuning,zlib,gender_gap,gap:G0-G1,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0232,0.5394,0.5278,0.0232,0.957895
