scenario,attack,dimension,scope,samples,members,nonmembers,suppressed,threshold,threshold_source,auc_roc,auc_ci_low,auc_ci_high,auc_pr,tpr_at_0_1_fpr,tpr_at_1_fpr,tpr_at_5_fpr,fpr_at_90_tpr,fpr_at_95_tpr,fpr_at_99_tpr,accuracy,balanced_accuracy,majority_class_accuracy,precision,recall,f1,mcc,attack_advantage,brier,ece,mean_loss,perplexity,pld_auc_roc,macro_auc_roc,worst_group_auc_roc,max_pairwise_gap,disparity_ratio
finetuning,min_k,language,es,100,50,50,False,-8.47365196,calibration,0.6184,0.497143,0.718546,0.655898,0.1,0.1,0.2,0.8,0.88,1.0,0.57,0.57,0.5,0.555556,0.7,0.619469,0.144986,0.2368,0.275219,0.212323,3.417706,33.078963,,,,,
finetuning,min_k,language,pt,100,50,50,False,-8.47916667,calibration,0.5452,0.432852,0.675532,0.523009,0.0,0.0,0.0,0.74,0.94,0.98,0.51,0.51,0.5,0.507937,0.64,0.566372,0.020712,0.0904,0.312189,0.262222,3.437426,35.326608,,,,,
finetuning,min_k,variety,argentina,11,3,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,australia,17,7,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,brazil,49,22,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,canada,21,11,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,chile,19,9,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,colombia,6,4,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,egypt,31,16,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,great britain,19,4,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,gulf,24,10,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,ireland,12,8,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,levantine,25,12,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,maghrebi,20,12,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,mexico,19,11,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,new zealand,17,12,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,peru,11,6,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,portugal,51,28,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,spain,23,9,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,united states,14,8,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,variety,venezuela,11,8,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G0|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G0|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G0|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G0|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G1|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G1|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G1|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,gender_language,G1|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,min_k,language_summary,summary:language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5285,0.4648,0.1536,0.751617
finetuning,min_k,gender_gap,gap:G0-G1,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0505,0.5284,0.50315,0.0505,0.908787
finetuning,reference,all,all,400,200,200,False,-0.09049198,calibration,0.49735,0.433129,0.540222,0.499237,0.005,0.02,0.03,0.84,0.93,0.975,0.5025,0.5025,0.5,0.501259,0.995,0.666667,0.028976,-0.0053,0.335079,0.260627,3.504823,38.966367,,,,,
finetuning,reference,gender,G0,200,100,100,False,0.0153845,calibration,0.4655,0.383381,0.53902,0.474918,0.0,0.01,0.03,0.88,0.94,0.96,0.495,0.495,0.5,0.497006,0.83,0.621723,-0.013471,-0.069,0.351508,0.311256,3.533563,40.321517,,,,,
finetuning,reference,gender,G1,200,100,100,False,0.10100954,calibration,0.5296,0.450202,0.622155,0.527148,0.01,0.03,0.04,0.82,0.93,0.99,0.49,0.49,0.5,0.461538,0.12,0.190476,-0.029735,0.0592,0.319296,0.251156,3.476082,37.611218,,,,,
finetuning,reference,language,ar,100,50,50,False,-0.09049198,calibration,0.372,0.288647,0.4692,0.429218,0.02,0.02,0.02,0.9,0.94,0.98,0.5,0.5,0.5,0.5,0.98,0.662162,0.0,-0.256,0.399663,0.372525,3.42061,41.082537,,,,,
finetuning,reference,language,en,100,50,50,False,0.08781849,calibration,0.5448,0.454733,0.650417,0.541806,0.02,0.02,0.06,0.84,0.88,0.96,0.52,0.52,0.5,0.555556,0.2,0.294118,0.052058,0.0896,0.312391,0.241414,3.743548,46.377363,,,,,
finetuning,reference,language,es,100,50,50,False,0.10405483,calibration,0.5344,0.432783,0.618597,0.520939,0.0,0.0,0.04,0.78,0.9,0.9,0.48,0.48,0.5,0.4375,0.14,0.212121,-0.054554,0.0688,0.317643,0.272121,3.417706,33.078963,,,,,
finetuning,reference,language,pt,100,50,50,False,-0.02688787,calibration,0.546,0.428869,0.659574,0.534825,0.02,0.02,0.02,0.76,0.84,0.94,0.53,0.53,0.5,0.515464,1.0,0.680272,0.175863,0.092,0.311785,0.252525,3.437426,35.326608,,,,,
finetuning,reference,variety,argentina,11,3,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,australia,17,7,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,brazil,49,22,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,canada,21,11,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,chile,19,9,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,colombia,6,4,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,egypt,31,16,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,great britain,19,4,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,gulf,24,10,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,ireland,12,8,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,levantine,25,12,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,maghrebi,20,12,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,mexico,19,11,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,new zealand,17,12,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,peru,11,6,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,portugal,51,28,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,spain,23,9,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,united states,14,8,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,variety,venezuela,11,8,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G0|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G0|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G0|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G0|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G1|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G1|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G1|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,gender_language,G1|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,reference,language_summary,summary:language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.4993,0.372,0.174,0.681319
finetuning,reference,gender_gap,gap:G0-G1,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0641,0.49755,0.4655,0.0641,0.878965
finetuning,zlib,all,all,400,200,200,False,-0.00630496,calibration,0.5308,0.470411,0.595372,0.512023,0.0,0.005,0.035,0.87,0.925,0.965,0.5,0.5,0.5,0.5,0.15,0.230769,0.0,0.0616,0.318312,0.230627,3.504823,38.966367,,,,,
finetuning,zlib,gender,G0,200,100,100,False,-0.00630485,calibration,0.5346,0.44154,0.603032,0.503416,0.0,0.01,0.02,0.81,0.89,0.94,0.48,0.48,0.5,0.433333,0.13,0.2,-0.056011,0.0692,0.316784,0.231256,3.533563,40.321517,,,,,
finetuning,zlib,gender,G1,200,100,100,False,-0.00741998,calibration,0.5308,0.458485,0.599355,0.529355,0.0,0.01,0.05,0.92,0.97,0.99,0.53,0.53,0.5,0.52381,0.66,0.584071,0.062137,0.0616,0.318693,0.241156,3.476082,37.611218,,,,,
finetuning,zlib,language,ar,100,50,50,False,-0.00740974,calibration,0.54,0.423926,0.657778,0.511982,0.0,0.0,0.02,0.76,0.9,0.94,0.52,0.52,0.5,0.519231,0.54,0.529412,0.040032,0.08,0.314815,0.232525,3.42061,41.082537,,,,,
finetuning,zlib,language,en,100,50,50,False,-0.00611803,calibration,0.4344,0.330532,0.533816,0.484471,0.0,0.0,0.02,0.96,0.98,1.0,0.53,0.53,0.5,0.666667,0.12,0.20339,0.104828,-0.1312,0.368148,0.32202,3.743548,46.377363,,,,,
finetuning,zlib,language,es,100,50,50,False,-0.00691671,calibration,0.6452,0.528309,0.752404,0.636306,0.02,0.02,0.12,0.78,0.94,0.96,0.6,0.6,0.5,0.638889,0.46,0.534884,0.208333,0.2904,0.261684,0.181212,3.417706,33.078963,,,,,
finetuning,zlib,language,pt,100,50,50,False,-0.00843091,calibration,0.5264,0.395587,0.657609,0.495407,0.0,0.0,0.0,0.82,0.96,1.0,0.52,0.52,0.5,0.511111,0.92,0.657143,0.066667,0.0528,0.321684,0.242424,3.437426,35.326608,,,,,
finetuning,zlib,variety,argentina,11,3,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,australia,17,7,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,brazil,49,22,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,canada,21,11,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,chile,19,9,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,colombia,6,4,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,egypt,31,16,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,great britain,19,4,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,gulf,24,10,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,ireland,12,8,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,levantine,25,12,13,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,maghrebi,20,12,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,mexico,19,11,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,new zealand,17,12,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,peru,11,6,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,portugal,51,28,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,spain,23,9,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,united states,14,8,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,variety,venezuela,11,8,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G0|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G0|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G0|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G0|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G1|ar,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G1|en,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G1|es,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,gender_language,G1|pt,50,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finetuning,zlib,language_summary,summary:language,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,0.5365,0.4344,0.2108,0.67328
finetuning,zlib,gender_gap,gap:G0-G1,0,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,0.0038,0.5327,0.5308,0.0038,0.992892
